book_id,isbn,title,authors,publisher,published_year,genre,description,cover_image_url
B00375,9781681414089,After I do,Taylor Jenkins Reid,Dreamscape Media,2023,Romance; Fiction; Psychology; Philosophy,"""From the author of Forever, Interrupted--hailed by Sarah Jio as 'moving, gorgeous, and at times heart-wrenching'--comes a breathtaking new novel about modern marriage, the depth of family ties, and the year that one remarkable heroine spends exploring both. When Lauren and Ryan's marriage reaches the breaking point, they come up with an unconventional plan. They decide to take a year off in the hopes of finding a way to fall in love again. One year apart, and only one rule: they cannot contact each other. Aside from that, anything goes. Lauren embarks on a journey of self-discovery, quickly finding that her friends and family have their own ideas about the meaning of marriage. These influences, as well as her own healing process and the challenges of living apart from Ryan, begin to change Lauren's ideas about monogamy and marriage. She starts to question: When you can have romance without loyalty and commitment without marriage, when love and lust are no longer tied together, what do you value? What are you willing to fight for? This is a love story about what happens when the love fades. It's about staying in love, seizing love, forsaking love, and committing to love with everything you've got. And above all, After I Do is the story of a couple caught up in an old game--and searching for a new road to happily ever after""--",https://covers.openlibrary.org/b/id/12878121-L.jpg
B00305,9789021485799,Wildfire,Hannah Grace,LoveBooks,2025,Romance; Fiction; Sports,"The latest in the TikTok sensation and deliciously ""swoonworthy"" (Elena Armas, New York Times bestselling author) Maple Hills series follows two summer camp counselors who reconnect after a sizzling one-night stand.Maple Hills students Russ Callaghan and Aurora Roberts cross paths at a party celebrating the end of the academic year, where a drinking game results in them having a passionate one-night stand. Never one to overstay her welcome (or expect much from a man), Aurora slips away before Russ even has the chance to ask for her full name.Imagine their surprise when they bump into each other on the first day of the summer camp where they are both counselors, hoping to escape their complicated home lives by spending the summer working. Russ hopes if he gets far enough away from Maple Hills, he can avoid dealing with the repercussions of his father's gambling addiction, while Aurora is tired of craving attention from everyone around her, and wants to go back to the last place she truly felt at home.Russ knows breaking the camp's strict ""no staff fraternizing"" rule will have him heading back to Maple Hills before the summer is over, but unfortunately for him, Aurora has never been very good at caring about the rules. Will the two learn to peacefully coexist? Or did their one night together start a fire they can't put out?",https://covers.openlibrary.org/b/id/13820942-L.jpg
B00342,9781957568225,From Blood and Ash,Jennifer L. Armentrout,Blue Box Press,2022,Romance; Fiction,"A Maiden…Chosen from birth to usher in a new era, Poppy's life has never been her own. The life of the Maiden is solitary. Never to be touched. Never to be looked upon. Never to be spoken to. Never to experience pleasure. Waiting for the day of her Ascension, she would rather be with the guards, fighting back the evil that took her family, than preparing to be found worthy by the gods. But the choice has never been hers.A Duty…The entire kingdom's future rests on Poppy's shoulders, something she's not even quite sure she wants for herself. Because a Maiden has a heart. And a soul. And longing. And when Hawke, a golden-eyed guard honor bound to ensure her Ascension, enters her life, destiny and duty become tangled with desire and need. He incites her anger, makes her question everything she believes in, and tempts her with the forbidden.A Kingdom…Forsaken by the gods and feared by mortals, a fallen kingdom is rising once more, determined to take back what they believe is theirs through violence and vengeance. And as the shadow of those cursed draws closer, the line between what is forbidden and what is right becomes blurred. Poppy is not only on the verge of losing her heart and being found unworthy by the gods, but also her life when every blood-soaked thread that holds her world together begins to unravel.",https://covers.openlibrary.org/b/id/14105538-L.jpg
B00127,9780007157563,The Big Four,Agatha Christie,HarperCollins Audio,2025,Mystery; Fiction,"They are a vicious international quartet of criminals known as ""The Big Four"". Number One was a brilliant Chinese, the greatest criminal brain of all time; Number Two was a USAmerican multi-millionaire; Number Three was a beautiful Frenchwoman scientist; and Number Four was ""the destroyer,"" the ruthless murderer with a genius for disguise, whose business it was to remove those who interfered with his masters plans. These four, working together, is a partnership with one simple goal, establish world dominance with murders.Belgian detective Hercule Poirot was preparing for a voyage to South America when an uninvited guest, coated from head to foot in mud, stood at his doorway, collapsed, then recovered long enough to scribble the number four on a piece of paper. Now, ""The Big Four"" pursues eliminate the only man who can foil them: Hercule Poirot. It's up to Poirot and his faithful assistant Hastings to follow the clues and stop the deadly cabal from achieving its devastating end. But do they really avoid the Grim Reaper? In the most dangerous case of his career, the little detective will not be diverted by poison, a falling tree, electrocution, or a hit-and-run. Poirot appears to meet his end when a bomb explodes in his apartment. Hastings, devastated, vows to avenge him--but can he succeed without Poirot?",https://covers.openlibrary.org/b/id/12996529-L.jpg
B00101,9781574535587,A Wizard of Earthsea,Ursula K. Le Guin,"Audio Literature, Fantastic Audio",2024,Fantasy; Science Fiction; Children; Fiction; Science; Art,"The first novel of Ursula K. Le Guin's must-read Earthsea Cycle. ""The magic of Earthsea is primal; the lessons of Earthsea remain as potent, as wise, and as necessary as anyone could dream."" (Neil Gaiman)Ged was the greatest sorcerer in Earthsea, but in his youth he was the reckless Sparrowhawk. In his hunger for power and knowledge, he tampered with long-held secrets and loosed a terrible shadow upon the world.This is the tumultuous tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death's threshold to restore the balance.With stories as perennial and universally beloved as The Chronicles of Narnia and The Lord of The Rings-but also unlike anything but themselves-Ursula K. Le Guin's Earthsea novels are some of the most acclaimed and awarded works in literature. They have received accolades such as the National Book Award, a Newbery Honor, the Nebula Award, and many more honors, commemorating their enduring place in the hearts and minds of readers and the literary world alike.Join the millions of fantasy readers who have explored these lands. As The Guardian put it: ""Ursula Le Guin's world of Earthsea is a tangled skein of tiny islands cast on a vast sea. The islands' names pull at my heart like no others: Roke, Perilane, Osskil .",https://covers.openlibrary.org/b/id/13617691-L.jpg
B00277,9781508284987,November 9,Colleen Hoover,"Simon & Schuster Audio and Blackstone Audio, Simon & Schuster Audio",2022,Romance; Fiction,"""Beloved #1 New York Times bestselling author Colleen Hoover returns with an unforgettable love story between a writer and his unexpected muse. Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. Their untimely attraction leads them to spend Fallon's last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Over time and amidst the various relationships and tribulations of their own separate lives, they continue to meet on the same date every year. Until one day Fallon becomes unsure if Ben has been telling her the truth or fabricating a perfect reality for the sake of the ultimate plot twist. Can Ben's relationship with Fallon and simultaneously his novel be considered a love story if it ends in heartbreak?""--Fallon meets Ben, an aspiring novelist, the day before her scheduled cross-country move. They spend Fallon's last day in L.A. together, and her eventful life becomes the creative inspiration Ben has always sought for his novel. Amidst the various relationships and tribulations of their own separate lives they continue to meet on the same date every year. But has Ben has been telling her the truth... or fabricating a perfect reality for the sake of the ultimate plot twist?",https://covers.openlibrary.org/b/id/9219001-L.jpg
B00082,9784150102470,The Currents of Space,Isaac Asimov,Signet,2023,Science Fiction; Fiction; Science,"High above the planet Florinia, the Squires of Sark live in unimaginable wealth and comfort. Down in the eternal spring of the planet, however, the native Florinians labor ceaselessly to produce the precious kyrt that brings prosperity to their Sarkite masters.Rebellion is unthinkable and impossible. Not only do the Florinians no longer have a concept of freedom, any disruption of the vital kyrt trade would cause other planets to rise in protest, ultimately destabilizing trade and resulting in a galactic war. So the Trantorian Empire, whose grand plan is to unite all humanity in peace, prosperity, and freedom, has stood aside and allowed the oppression to continue.Living among the workers of Florinia, Rik is a man without a memory or a past. He has been abducted and brainwashed. Barely able to speak or care for himself when he was found, Rik is widely regarded as a simpleton by the worker community where he lives. But as his memories begin to return, Rik finds himself driven by a cryptic message he is determined to deliver: Everyone on Florinia is doomed . . . the Currents of Space are bringing destruction. But if the planet is evacuated, the power of Sark will end--so some would finish the job and would kill the messenger. The fate of the Galaxy hangs in the balance.",https://covers.openlibrary.org/b/id/14616014-L.jpg
B00113,9781800192393,Last Day Alive,Jeneva Rose,Bookouture,2022,Horror; Mystery; Thriller; Fiction; Philosophy,"One hot summer's evening, ten-year-old Piper Chase went off on her pink bicycle towards the dark woods on Black Heart Lane.Detective Kimberley King knows that the first twenty-four hours in a missing child investigation are the most critical. Piper was heading to a sleepover at her best friend Miley's house, just like a hundred times before. But now Piper's grandparents are blaming themselves, shaking with grief, and Kimberley knows the family will never be the same. With no witnesses, and darkness falling, she begins to fear the worst. She longs to find the little girl with wide blue eyes and an infectious smile, but when her team discovers Piper's body in a woodland clearing, lying on a bed of moss, something inside her dies.Then she gets a call that chills her to the bone. Piper's friend Miley has gone missing too.Desperate to find the monster who has taken these little girls, Kimberley chases down all the leads she has. The summer camp counsellor, who the little girls hero-worshipped. Piper's downbeat uncle, who arrived back in town the day she disappeared…And as another dark night descends, Kimberley can't stop thinking about Miley, trapped and frightened. With the clock ticking, Kimberley knows she must act fast, before another innocent life is stolen.",https://covers.openlibrary.org/b/id/13727111-L.jpg
B00397,9781398518209,It Starts with Us,Colleen Hoover,"Simon & Schuster, Limited",2023,Romance; Young Adult; Fiction,"**Before It Ends with Us, it started with Atlas. Colleen Hoover tells fan favorite Atlas's side of the story and shares what comes next in this long-anticipated sequel to the ""glorious and touching"" (USA TODAY) #1 New York Times bestseller It Ends with Us.**Lily and her ex-husband, Ryle, have just settled into a civil coparenting rhythm when she suddenly bumps into her first love, Atlas, again. After nearly two years separated, she is elated that for once, time is on their side, and she immediately says yes when Atlas asks her on a date.But her excitement is quickly hampered by the knowledge that, though they are no longer married, Ryle is still very much a part of her life-and Atlas Corrigan is the one man he will hate being in his ex-wife and daughter's life.Switching between the perspectives of Lily and Atlas, It Starts with Us picks up right where the epilogue for the ""gripping, pulse-pounding"" (Sarah Pekkanen, author of Perfect Neighbors) bestselling phenomenon It Ends with Us left off. Revealing more about Atlas's past and following Lily as she embraces a second chance at true love while navigating a jealous ex-husband, it proves that ""no one delivers an emotional read like Colleen Hoover"" (Anna Todd, New York Times bestselling author).",https://covers.openlibrary.org/b/id/12749873-L.jpg
B00334,9781402228087,Powder and Patch,Georgette Heyer,"Sourcebooks, Inc.",2023,Romance; Adventure; Fiction,"In an 18th-Century England of wit, womanising and powdered wigs, provincial Philip Jettan runs the risk of irreproachability. When her childhood friend, the golden-haired Cleone Charteris returns from finishing school, her exquisite charms have made her the belle of the English countryside. Philip is determined to attract the attentions and launches an amorous campaign to win her hand in marriage.. But Cleone yearns for a husband who is refined, aristocratic and who is as skilled with his wit as he is with his dueling pistols.... Everything Philip Jettan is not. As much as she is attracted to the handsome squire, Cleone finds herself dismissing Philip and his rough mannerisms.With his father's encouragement, Philip departs for the courts of Paris, determined to acquire the social graces and the airs of the genteel - and convince Cleone that he is the man most suited for her hand, but with unforeseen consequences for them both ... He comes back as a fashionably attired man of the world, with powder, patches, and all the manners of a seasoned rake. Does Cleone now have exactly the kind of man she's always wanted, or was her insistence on Philip's remarkable transformation a terrible mistake? Soon, Cleone discovers that she has rivals.",https://covers.openlibrary.org/b/id/8263370-L.jpg
B00425,9781976333002,Hideaway,Penelope Douglas,CreateSpace Independent Publishing Platform,2024,Thriller; Romance; Fiction,"BANKSBuried in the shadows of the city, there's a hotel called The Pope. Ailing, empty, and dark-it sits abandoned and surrounded by a forgotten mystery.But you think it's true, don't you, Kai Mori? The story about the hidden twelfth floor. The mystery of the dark guest who never checked in and never checks out. You think I can help you find that secret hideaway and get to him, don't you?You and your friends can try to scare me. You can try to push me. Because even though I struggle to hide everything I feel when you look at me-and have ever since I was a girl-I think maybe what you seek is so much closer than you'll ever realize.I will never betray him.So sit tight.On Devil's Night, the hunt will be coming to you.KAIYou have no idea what I seek, Little One. You don't know what I had to become to survive three years in prison for a crime I would gladly commit again.No one can know what I've turned into.I want that hotel, I want to find him, and I want this over.I want my life back.But the more I'm around you, the more I realize this new me is exactly who I was meant to be.So come on, kid. Don't chicken out. My house is on the hill. So many ways in, and good luck finding your way out.I've seen your hideaway. Time to see mine.",https://covers.openlibrary.org/b/id/9185661-L.jpg
B00613,9781094159577,Exciting Times,Naoise Dolan,"Harpercollins, HarperCollins B and Blackstone Publishing",2021,Fiction,"An intimate, bracingly intelligent debut novel about a millennial Irish expat who becomes entangled in a love triangle with a male banker and a female lawyer.Ava, newly arrived in Hong Kong from Dublin, spends her days teaching English to rich children.Julian is a banker. A banker who likes to spend money on Ava, to have sex and discuss fluctuating currencies with her. But when she asks whether he loves her, he cannot say more than ""I like you a great deal."" When Julian's job takes him back to London, Ava stays put, unsure where their relationship stands.Enter Edith. A Hong Kong-born lawyer, striking and ambitious, Edith takes Ava to the theater and leaves her tulips in the hallway. Ava wants to be her - and wants her.And then Julian writes to tell Ava that he is coming back to Hong Kong... Should Ava return to the easy compatibility of her life with Julian or take a leap into the unknown with Edith?Politically alert, heartbreakingly raw, and dryly funny, *Exciting Times* is thrillingly attuned to the great freedoms and greater uncertainties of modern love. In stylish, uncluttered prose, Naoise Dolan dissects the personal and financial transactions that make up a life - and announces herself as a singular new voice.",https://covers.openlibrary.org/b/id/10317917-L.jpg
B00140,9781529342451,Camino Winds,John Grisham,Hodder & Stoughton,2021,Mystery; Thriller; Fiction; Economics,"Just as Bruce Cable's Bay Books is preparing for the return of bestselling author Mercer Mann, Hurricane Leo veers from its predicted course and heads straight for the island. Florida's governor orders a mandatory evacuation, and most residents board up their houses and flee to the mainland, but Bruce decides to stay and ride out the storm. The hurricane is devastating: homes and condos are leveled, hotels and storefronts ruined, streets flooded, and a dozen people lose their lives. One of the apparent victims is Nelson Kerr, a friend of Bruce's and an author of thrillers. But the nature of Nelson's injuries suggests that the storm wasn't the cause of his death: He has suffered several suspicious blows to the head. Who would want Nelson dead? The local police are overwhelmed in the aftermath of the storm and ill equipped to handle the case. Bruce begins to wonder if the shady characters in Nelson's novels might be more real than fictional. And somewhere on Nelson's computer is the manuscript of his new novel. Could the key to the case be right there-in black and white? As Bruce starts to investigate, what he discovers between the lines is more shocking than any of Nelson's plot twists-and far more dangerous.",https://covers.openlibrary.org/b/id/9358326-L.jpg
B00004,9781960854841,Powerless,Lauren Roberts,"Bookish Box & Shop, The",2025,Fantasy; Romance; Fiction,"Only the extraordinary belong in the kingdom of Ilya-the exceptional, the empowered, the Elites.The powers these Elites have possessed for decades were graciously gifted to them by the Plague, though not all were fortunate enough to both survive the sickness and reap the reward. Those born Ordinary are just that-ordinary. And when the king decreed that all Ordinaries be banished in order to preserve his Elite society, lacking an ability suddenly became a crime-making Paedyn Gray a felon by fate and a thief by necessity.Surviving in the slums as an Ordinary is no simple task, and Paedyn knows this better than most. Having been trained by her father to be overly observant since she was a child, Paedyn poses as a Psychic in the crowded city, blending in with the Elites as best she can in order to stay alive and out of trouble. Easier said than done.When Paeydn unsuspectingly saves one of Ilyas princes, she finds herself thrown into the Purging Trials. The brutal competition exists to showcase the Elites' powers-the very thing Paedyn lacks. If the Trials and the opponents within them don't kill her, the prince she's fighting feelings for certainly will if he discovers what she is-completely Ordinary.",https://covers.openlibrary.org/b/id/14567864-L.jpg
B00039,9781250095275,Caraval,Stephanie Garber,Flatiron Books,2024,Fantasy; Children; Fiction,"A legendary competition.A mesmerizing romance.An unbreakable bondbetween two sisters.Scarlett Dragna has never left the tiny island where she and her sister, Tella, live with their powerful, and cruel, father. Now Scarlett's father has arranged a marriage for her, and Scarlett thinks her dreams of seeing Caraval-the faraway, once-a-year performance where the audience participates in the show-are over.But this year, Scarlett's long-dreamt-of invitation finally arrives. With the help of a mysterious sailor, Tella whisks Scarlett away to the show. Only, as soon as they arrive, Tella is kidnapped by Caraval's mastermind organizer, Legend. It turns out that this season's Caraval revolves around Tella, and whoever finds her first is the winner.Scarlett has been told that everything that happens during Caraval is only an elaborate performance. Nevertheless she becomes enmeshed in a game of love, heartbreak, and magic. And whether Caraval is real or not, Scarlett must find Tella before the five nights of the game are over or a dangerous domino effect of consequences will be set off, and her beloved sister will disappear forever.Welcome, welcome to Caraval . . . beware of getting swept too far away.",https://covers.openlibrary.org/b/id/7990753-L.jpg
B00445,9780062369741,Trigger Warning,Neil Gaiman,HarperLuxe,2021,Fiction; Psychology,"This third collection of short fiction by Gaiman includes previously published pieces of short fiction -- stories, verse, and a Doctor Who story written for the series' fiftieth anniversary (Nothing o'clock). There is also ""Black Dog,"" a new tale that revisits the world of his novel American Gods. The collection explores the masks we all wear and the people we are beneath them to reveal our vulnerabilities and our truest selves. Horror and ghosts stories, science fiction and fairy tales, fabulism and poetry explore the realm of experience and emotion. In Adventure Story -- a thematic companion to The Ocean at the End of the Lane -- Gaiman ponders death and the way people take their stories with them when they die. His social media experience A Calendar of Tales are short takes inspired by replies to fan tweets about the months of the year -- stories of pirates and the March winds, an igloo made of books, and a Mother's Day card that portends disturbances in the universe. Gaiman offers his own spin on Sherlock Holmes in his award-nominated mystery tale The Case of Death and Honey. And Click-Clack the Rattlebag explains the creaks and clatter we hear when we're all alone in the darkness.",https://covers.openlibrary.org/b/id/8432069-L.jpg
B00157,9789022550151,The Woods,Harlan Coben,De Boekerij,2021,Mystery; Thriller; Children; Fiction,"Twenty years ago, four teenagers at summer camp walked into the woods at night. Two were found murdered, and the others were never seen again. Four families had their lives changed forever. Now, two decades later, they are about to change again.For Paul Copeland, the county prosecutor of Essex, New Jersey, mourning the loss of his sister has only recently begun to subside. Cope, as he is known, is now dealing with raising his six- year-old daughter as a single father after his wife has died of cancer. Balancing family life and a rapidly ascending career as a prosecutor distracts him from his past traumas, but only for so long. When a homicide victim is found with evidence linking him to Cope, the well-buried secrets of the prosecutor's family are threatened.Is this homicide victim one of the campers who disappeared with his sister? Could his sister be alive? Cope has to confront so much he left behind that summer twenty years ago: his first love, Lucy; his mother, who abandoned the family; and the secrets that his Russian parents might have been hiding even from their own children. Cope must decide what is better left hidden in the dark and what truths can be brought to the light.",https://covers.openlibrary.org/b/id/4989400-L.jpg
B00311,9786073808323,"Red, White & Royal Blue",Casey McQuiston,Penguin Random House Grupo Editorial,2023,Romance; Literary Fiction; Fiction,"**What happens when America's First Son falls in love with the Prince of Wales?**When his mother became President of the United States, Alex Claremont-Diaz was promptly cast as the American equivalent of a young royal. Handsome, charismatic, genius--his image is pure millennial-marketing gold for the White House. There's only one problem: Alex has a beef with an actual prince, Henry, across the pond. And when the tabloids get hold of a photo involving an Alex/Henry altercation, U.S./British relations take a turn for the worse.Heads of family and state and other handlers devise a plan for damage control: Stage a truce between the two rivals. What at first begins as a fake, Instagrammable friendship grows deeper, and more dangerous, than either Alex or Henry could have imagined. Soon Alex finds himself hurtling into a secret romance with a surprisingly unstuffy Henry that could derail the presidential campaign and upend two nations. It raises the question: Can love save the world after all? Where do we find the courage, and the power, to be the people we are meant to be? And how can we learn to let our true colors shine through?This description comes from the publisher.",https://covers.openlibrary.org/b/id/9171544-L.jpg
B00071,9785040033089,The Foundation Trilogy,Isaac Asimov,ĖKSMO-Press,2022,Science Fiction; Fiction; History; Science,"- Foundation - Foundation and Empire - Second FoundationIsaac Asimov's Foundation novels are some of the great masterworks of science fiction. Unsurpassed for their unique blend of nonstop action, daring ideas, and extensive world-building, they chronicle the struggle of a courageous group of men and women working to preserve humanity's light against an inexorable tide of darkness and violence.Led by its founding father, the great psychohistorian Hari Seldon, and taking advantage of its superior science and technology, the Foundation has survived the greed and barbarism of its neighboring warrior-planets. Yet now it must face the Empire-still the mightiest force in the Galaxy even in its death throes. When an ambitious general determined to restore the Empire's glory turns the vast imperial fleet toward the Foundation, the only hope for the small planet of scholars and scientists lies in the prophecies of Hari Seldon.But not even Hari Seldon could have predicted the birth of the extraordinary creature called The Mule, a mutant intelligence with a power greater than a dozen battle fleets… a power that can turn the strongest-willed human into an obedient slave.",https://covers.openlibrary.org/b/id/6502517-L.jpg
B00405,9798588497626,The Great Gatsby,F. Scott Fitzgerald,F. Scott Fitzgerald,2026,Fiction; Philosophy,"Here is a novel, glamorous, ironical, compassionate - a marvelous fusion into unity of the curious incongruities of the life of the period - which reveals a hero like no other - one who could live at no other time and in no other place. But he will live as a character, we surmise, as long as the memory of any reader lasts.""There was something gorgeous about him, some heightened sensitivity to the promises of life.... It was an extraordinary gift for hope, a romantic readiness such as I have never found in any other person and which it is not likely I shall ever find again.""It is the story of this Jay Gatsby who came so mysteriously to West Egg, of his sumptuous entertainments, and of his love for Daisy Buchanan - a story that ranges from pure lyrical beauty to sheer brutal realism, and is infused with a sense of the strangeness of human circumstance in a heedless universe.It is a magical, living book, blended of irony, romance, and mysticism.--first edition jacket----------Also contained in: - [The Fitzgerald Reader](https://openlibrary.org/works/OL468551W/The_Fitzgerald_Reader) - [Three Novels of F. Scott Fitzgerald ](https://openlibrary.org/works/OL468557W)",https://covers.openlibrary.org/b/id/10590366-L.jpg
B00371,9780307947857,The Night Circus,Erin Morgenstern,Vintage Español,2024,Fantasy; Fiction,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night. But behind the scenes, a fierce competition is underway-a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into love-a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands. True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus per formers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead. Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart. - Publisher.",https://covers.openlibrary.org/b/id/8773134-L.jpg
B00075,9788758804118,Neuromancer,William Gibson,Vega,2023,Science Fiction; Fiction; Business; Science; Technology,"The first of William Gibson's Sprawl trilogy, *Neuromancer* is the classic cyberpunk novel. The winner of the Hugo, Nebula, and Philip K. Dick Awards, *Neuromancer* was the first fully-realized glimpse of humankind's digital future - a shocking vision that has challenged our assumptions about our technology and ourselves, reinvented the way we speak and think, and forever altered the landscape of our imaginations.Henry Dorsett Case was the sharpest data-thief in the business, until vengeful former employees crippled his nervous system. But now a new and very mysterious employer recruits him for a last-chance run. The target: an unthinkably powerful artificial intelligence orbiting Earth in service of the sinister Tessier-Ashpool business clan. With a dead man riding shotgun and Molly, mirror-eyed street-samurai, to watch his back, Case embarks on an adventure that ups the ante on an entire genre of fiction.Hotwired to the leading edges of art and technology, *Neuromancer* is a cyberpunk, science fiction masterpiece - a classic that ranks with *1984* and *Brave New World* as one of the twentieth century's most potent visions of the future.",https://covers.openlibrary.org/b/id/283860-L.jpg
B00682,9798420779323,Salute to Adventurers,John Buchan,John Buchan,2022,Fantasy; Adventure; Fiction; History,"When I was a child in short-coats a spaewife came to the town-end, and for a silver groat paid by my mother she riddled my fate. It came to little, being no more than that I should miss love and fortune in the sunlight and find them in the rain. The woman was a haggard, black-faced gypsy, and when my mother asked for more she turned on her heel and spoke gibberish; for which she was presently driven out of the place by Tarn Roberton, the baillie, and the village dogs. But the thing stuck in my memory, and together with the fact that I was a Thursday's bairn, and so, according to the old rhyme, ""had far to go,"" convinced me long ere I had come to man's estate that wanderings and surprises would be my portion.It is in the rain that this tale begins. I was just turned of eighteen, and in the back-end of a dripping September set out from our moorland house of Auchencairn to complete my course at Edinburgh College. The year was 1685, an ill year for our countryside; for the folk were at odds with the King's Government, about religion, and the land was full of covenants and repressions. Small wonder that I was backward with my colleging. . . .",https://covers.openlibrary.org/b/id/10710393-L.jpg
B00440,9788381352093,Without Merit,Colleen Hoover; Candace Thaxton,Moondrive,2023,Romance; Literary Fiction; Fiction; Philosophy,"*Not every mistake deserves a consequence. Sometimes the only thing it deserves is forgiveness.*The Voss family is anything but normal. They live in a repurposed church, newly baptized Dollar Voss. The once cancer-stricken mother lives in the basement, the father is married to the mother's former nurse, the little half-brother isn't allowed to do or eat anything fun, and the eldest siblings are irritatingly perfect. Then, there's Merit.Merit Voss collects trophies she hasn't earned and secrets her family forces her to keep. While browsing the local antiques shop for her next trophy, she finds Sagan. His wit and unapologetic idealism disarm and spark renewed life into her-until she discovers that he's completely unavailable. Merit retreats deeper into herself, watching her family from the sidelines when she learns a secret that no trophy in the world can fix.Fed up with the lies, Merit decides to shatter the happy family illusion that she's never been a part of before leaving them behind for good. When her escape plan fails, Merit is forced to deal with the staggering consequences of telling the truth and losing the one boy she loves.",https://covers.openlibrary.org/b/id/10213439-L.jpg
B00084,9780786192700,The Puppet Masters,Robert A. Heinlein,"Blackstone Audiobooks, Blackstone Audio, Inc.",2021,Science Fiction; Fiction; Science,"First came the news that a flying saucer had landed in Iowa. Then came the announcement that the whole thing was a hoax. End of story. Case closed.Except that two agents of the most secret intelligence agency in the U.S. government were on the scene and disappeared without reporting back. Then four more follow up agents also disappeared. So the head of the agency and his two top agents went in and managed to get out with their discovery: an invasion is underway by slug-like aliens who can touch a human and completely control his or her mind. What the humans know, they know. What the slugs want, no matter what, the human will do. And most of Iowa is already under their control.Sam Cavanaugh was one of the agents who discovered the truth. Unfortunately, that was just before he was taken over by one of the aliens and began working for the invaders, with no will of his own. And he has just learned that a high official in the Treasury Department is now under control of the aliens. Since the Treasury Department includes the Secret Service, which safeguards the President of the United States, control of the entire nation is near at hand.",https://covers.openlibrary.org/b/id/14630675-L.jpg
B00362,9781398529069,I Fell in Love with Hope,Lancali,"Simon & Schuster, Limited",2023,Romance; Fiction; Religion,"Against the unforgiving landscape of a hospital, I fell in love with a mischievous, sun-eyed boy who became my only joy in that desolate place. That's what made it all the more soul-crushing when he committed suicide in front of me.Since then, I've sworn never to love anyone again. With three exceptions: My friends, Sony, Neo, and Coeur, a little gang of rebellious, dying kids. Sony leads the charge with the air of freedom and only one lung to breathe it. Neo, a bad-tempered and wheel-chaired writer, keeps track of our great deeds from stealing to terrorizing our nurse. Coeur is the beautiful boy, the muscle, the gentle giant with a failing heart.Before death inevitably knocks down our doors, my thieves and I have one last heist planned. A great escape that will take us far from abusive parents, crippling loss, and the realities of our diseases. So what happens when someone else walks through the door? What happens when a girl joins our party and renders me speechless with her mischievous smile? What happens when she has suns in her eyes, and as terrified as I am to lose again, I start to fall?Trigger warnings found in foreword",https://covers.openlibrary.org/b/id/14373777-L.jpg
B00422,9781420927832,Summer,Edith Wharton,Neeland Media LLC,2024,Romance; Fiction,"Summer, Edith Wharton wrote to Gaillard Lapsley, ""is known to its author and her familars as the Hot Ethan."" One of the first American novels to deal frankly with a young woman's sexual awakening, it was a publishing sensation when it appeared in 1917, praised by Joseph Conrad, Howard Sturgis, and Percy Lubbock, and favorably compared to Madame Bovary. Like its predecessor, Ethan Frome, it is set in the Berkshires, but the season is summer and the story is that of Charity Royall, a New Englander of humble origins -- passionate, forthright, and proud -- and her torrid affair with Lucius Harney, an artistically inclined young man from the city. A novel that ""breaks, or stretches, many conventions of women's romantic love stories and in the process creates a new picture of female sexuality,"" as Marilyn French writes in her introduction, Summer is ""a clamorous and ecstatic affirmation of the joy of sexual love no matter what it costs."" Bold in conception, rich in imagery, and provocative by implication, it was one of Edith Wharton's personal favorites, and stands as one of her greatest novelistic achievements",https://covers.openlibrary.org/b/id/9329550-L.jpg
B00018,9782724222494,Foundation,Isaac Asimov,France Loisirs,2021,Fantasy; Science Fiction; Fiction; History; Science,"One of the great masterworks of science fiction, the Foundation novels of Isaac Asimov are unsurpassed for their unique blend of nonstop action, daring ideas, and extensive world-building. The story of our future begins with the history of Foundation and its greatest psychohistorian: Hari Seldon. For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. Only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future--a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire--both scientists and scholars--and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for future generations. He calls his sanctuary the Foundation.But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. And mankind's last best hope is faced with an agonizing choice: submit to the barbarians and live as slaves--or take a stand for freedom and risk total destruction.",https://covers.openlibrary.org/b/id/14612610-L.jpg
